en,zh,note_zh,user
achieve,v.達成,"v.完成；达到；实现<br><br><i>1</i>. I've <em><em>achieve</em></em>d only half of what I'd hoped to do.<br>我希望做到的,我仅完成了一半。<br><i>2</i>. Work hard, and you will <em><em>achieve</em></em> your goal.<br>好好干,你就会达到自己的目标。<br><i>3</i>. You will <em><em>achieve</em></em> your ambition if you work hard.<br>如果你努力, 你的抱负是可以实现的。<br>",yuhui
remarkable stories,值得提起的故事,<br><br>,yuhui
overcome,v.克服,vt.战胜；克服；使受不了；(感情等)压倒<br>vi.获胜；赢<br><br><i>1</i>. I realized that there is no way I can <em><em>overcome</em></em> it.<br>我意识到自己没有办法战胜它。<br><i>2</i>. There will be no difficulty in the world that they cannot <em><em>overcome</em></em>.<br>世界上任何困难他们都可以克服。<br><i>3</i>. We can and must <em><em>overcome</em></em> our shortcomings.<br>我们能够而且必须克服我们的缺点。<br><i>4</i>. He was <em><em>overcome</em></em> by the gas fumes.<br>汽油味使他受不了。<br><i>5</i>. We shall <em><em>overcome</em></em>!<br>我们一定胜利！<br>,yuhui
hardship,n.困難,n.艰难；困苦<br><br><i>1</i>. We are ready to face any <em><em>hardship</em></em>.<br>我们准备好了面对任何艰难。<br><i>2</i>. He will not shrink from any <em><em>hardship</em></em>.<br>他不会因任何艰难而畏缩。<br><i>3</i>. A strong man will bear <em><em>hardship</em></em> without complaining.<br>一个坚强的人会忍受困苦而不抱怨。<br><i>4</i>. His health broke after years of <em><em>hardship</em></em>.<br>多年的困苦生活使他的身体垮了。<br>,yuhui
constantly,adv. 不斷地,adv.不断地；经常地<br><br><i>1</i>. Language is <em><em>constantly</em></em> and gradually evolving.<br>语言在不断地缓慢发展。<br><i>2</i>. She was <em><em>constantly</em></em> spurred on by a fear of failure.<br>对失败的恐惧不断地激励着她。<br><i>3</i>. The area was <em><em>constantly</em></em> hit by drought.<br>这地区经常遭到旱灾。<br><i>4</i>. He <em><em>constantly</em></em> writes articles for the local paper.<br>他经常给当地报纸写文章。<br>,yuhui
embrace,v. 擁抱,v.拥抱；包含；包围；接受；信奉<br>n.拥抱<br><br><i>1</i>. We <em><em>embrace</em></em>d each other.<br>我们互相拥抱。<br><i>2</i>. She held out her arms to <em><em>embrace</em></em> the little girl.<br>她伸出双臂来拥抱那个小女孩。<br><i>3</i>. Many subjects are <em><em>embrace</em></em>d in an encyclopedia.<br>百科全书中包含许多科目。<br><i>4</i>. We allowed the warm water to <em><em>embrace</em></em> us.<br>我们让温水包围我们<br><i>5</i>. He enfolded the child in an affectionate <em><em>embrace</em></em>.<br>他疼爱得把孩子紧紧搂在怀里。<br>,yuhui
gradually,adv.漸漸地,adv.逐渐地<br><br><i>1</i>. Controls in the city have <em><em>gradually</em></em> tightened.<br>对这个城市的控制逐渐加强。<br><i>2</i>. Gradually the surrounding farmland turned residential.<br>周围的农田渐渐变成了住宅区。<br><i>3</i>. The sea is <em><em>gradually</em></em> encroaching on the land.<br>海水渐渐地侵蚀了陆地。<br><i>4</i>. His interest in this subject <em><em>gradually</em></em> decreases.<br>他对这门学科的兴趣逐渐减退。<br>,yuhui
audience,n.聽眾,"n.听众；观众；读者；倾听；拥护者；正式会见<br><br><i>1</i>. The <em><em>audience</em></em> was no less than five thousand.<br>听众有五千人之多。<br><i>2</i>. Someone in the <em><em>audience</em></em> began to laugh.<br>观众中有人开始笑起来。<br><i>3</i>. The concert drew a large <em><em>audience</em></em>.<br>音乐会吸引了大量的观众。<br><i>4</i>. The article was put out in a national magazine to reach a larger <em><em>audience</em></em>.<br>为了能影响更多的读者,文章被登发在一份国家级杂志上。<br>",yuhui
guilty,adj.有罪的,adj.有罪的；内疚的<br><br><i>1</i>. The court found him <em><em>guilty</em></em>.<br>法官判他有罪。<br><i>2</i>. The man was proved <em><em>guilty</em></em> of murder.<br>这个男子被证实犯了杀人罪。<br><i>3</i>. A man is accounted innocent until he is proven <em><em>guilty</em></em>.<br>一个人未被证明有罪前，被视为是清白的。<br><i>4</i>. His answer evidenced a <em><em>guilty</em></em> conscience.<br>他的回答证明他良心有愧。<br>,yuhui
ancient,adj.古代,"adj.古老的；古代的<br>n.古人<br><br><i>1</i>. This is an <em><em>ancient</em></em> parable.<br>这是一个古老的寓言。<br><i>2</i>. It's an <em><em>ancient</em></em> tale which appears in various guises in several languages.<br>那是一个以几种语言叙述的古老的故事。<br><i>3</i>. Soldiers in <em><em>ancient</em></em> time used escutcheon to fight.<br>古代的士兵用饰有花纹的盾作战。<br><i>4</i>. This stone axe is a relic of <em><em>ancient</em></em> times.<br>这把石斧是古代的遗物。<br><i>5</i>. The <em><em>ancient</em></em>s believed that the sun and moon were planets.<br>古人相信太阳和月亮都是星球。<br>",yuhui
greece,n.希腊,<br><br>,yuhui
conqueror,n.征服者,,yuhui
empire,n.帝國,,yuhui
consider,v.認為,"v.考虑；思考；认为；体谅；注视<br><br><i>1</i>. Please take time to <em><em>consider</em></em> the problem.<br>请仔细考虑一下这个问题。<br><i>2</i>. They did not <em><em>consider</em></em> whether they could afford the time or not.<br>他们没有考虑是否抽得出时间。<br><i>3</i>. When you read, don't just <em><em>consider</em></em> what the author thinks, <em><em>consider</em></em> what you think.<br>当你在阅读的时候,不要只是思考作者在想什么,而是要思考你在想什么。<br><i>4</i>. We <em><em>consider</em></em> that the driver is not to blame.<br>我们认为这不是司机的过错。<br>",yuhui
genius,n.天才,n.天才；天赋<br><br><i>1</i>. He makes much account of her musical <em><em>genius</em></em>.<br>他重视她的音乐天才。<br><i>2</i>. He is a mathematical <em><em>genius</em></em>.<br>他是一个数学天才。<br><i>3</i>. Einstein was a mathematical <em><em>genius</em></em>.<br>爱因斯坦是数学天才。<br><i>4</i>. His <em><em>genius</em></em> as a painter flowered very early.<br>他的绘画天赋很早就发挥出来。<br>,yuhui
military,n.軍事,"adj.军事的<br>n.军队<br><br><i>1</i>. They are making further efforts to decrease <em><em>military</em></em> spending.<br>他们正在做进一步的努力来减少军费开支。<br><i>2</i>. In some countries all the young men do a year's <em><em>military</em></em> service.<br>有些国家，所有年轻男子都要服一年兵役。<br><i>3</i>. The <em><em>military</em></em> were called in to deal with the riot.<br>已将军队调来镇压暴乱。<br><i>4</i>. The <em><em>military</em></em> has tightened its hold on the country.<br>军方加强了对这个国家的控制。<br>",yuhui
rule,v.統治,<br><br>,yuhui
docile,adj.溫馴的,,yuhui
B.C.,n.公元前,,yuhui
A.D.,n.公元後,,yuhui
raise,v.撫養,"n.上升；增高；高地<br>vt.升起；举起；饲养；提出；引起；筹集，募集<br><br><i>1</i>. The percentage of the pay <em><em>raise</em></em> equals the increase in prices.<br>薪水的提高比率和物价的上升一致。<br><i>2</i>. He got a <em><em>raise</em></em> in monthly wages.<br>他的月薪增加了。<br><i>3</i>. The first thing that we did when we conquered the town was to haul down the enemy's flag and <em><em>raise</em></em> our own.<br>我们占领这座城市以后以后所做的第一件事就是降下城里敌人的旗帜，升起我们自己的旗帜。<br><i>4</i>. The guesture might come from Rome, when people <em><em>raise</em></em> the right hand to show their extolling and respect for the empire.<br>这一手势有可能来自罗马,那时人们将右臂举起以表示对帝王的称颂或敬意。<br>",yuhui
strict,adj.嚴格,"adj.严格的；精确的；完全的<br><br><i>1</i>. Our manager is very <em><em>strict</em></em> with us.<br>我们的经理对我们要求很严格。<br><i>2</i>. There are <em><em>strict</em></em> controls on immigration into this country.<br>移民到这个国家有严格的限制。<br><i>3</i>. Anything you tell us is in the <em><em>strict</em></em>est confidence.<br>你告诉我们的都是绝密信息。<br><i>4</i>. Don't worry about that; he is a man with <em><em>strict</em></em> loyalty.<br>不用担心那一点,他是一个绝对忠诚的人。<br>",yuhui
tutor,n.老師,"n.家庭教师；导师<br>v.指导；当家庭教师；当导师<br><br><i>1</i>. His parents employed a <em><em>tutor</em></em> to teach him Greek.<br>他父母雇佣了一位家庭教师来教他希腊语。<br><i>2</i>. My <em><em>tutor</em></em> is an accomplished scholar.<br>我的导师是一位学识渊博的学者。<br><i>3</i>. Most parents have no time to <em><em>tutor</em></em> their children.<br>大部分家长没有时间辅导孩子。<br><i>4</i>. For extra money, she <em><em>tutor</em></em>s on weekends.<br>为了多挣些钱，她在周末当家庭教师。<br>",yuhui
noble family,n.貴族,,yuhui
philosopher,n.哲學家,"n.哲学家；思想家；达观者<br><br><i>1</i>. He represented himself as a <em><em>philosopher</em></em>.<br>他声称自己是哲学家。<br><i>2</i>. The <em><em>philosopher</em></em> speculated about time and space.<br>这位哲学家在思索时间和空间问题。<br><i>3</i>. Mencius was a famous ancient Chinese <em><em>philosopher</em></em>.<br>孟子是中国古代的着名思想家。<br><i>4</i>. I do not agree, for instance, that he is a <em><em>philosopher</em></em>, or a thinker.<br>譬如，我不同意他自以为是哲学家或思想家这种看法。<br>",yuhui
moral,n.道德,"adj.道德的；精神上的<br>n.寓意；道德；品行；伦理<br><br><i>1</i>. She regards his <em><em>moral</em></em> faults with charity.<br>她宽恕他的品行不端。<br><i>2</i>. We differ about <em><em>moral</em></em> standards.<br>我们对道德标准看法不一致。<br><i>3</i>. His behavior transgressed the <em><em>moral</em></em> rules of the social conduct.<br>他的行为违背了社会行为的道德准则。<br><i>4</i>. It comprises two main sets of rights: the economic rights and the <em><em>moral</em></em> rights.<br>版权包括两种主要的权利:经济权利和精神权利。<br><i>5</i>. The <em><em>moral</em></em> of this story is ‘Better late than never'.<br>这个故事的寓意是｀迟做总比不做好＇.<br>",yuhui
religion,n.宗教,n.宗教；宗教信仰<br><br><i>1</i>. He is a disciple of <em><em>religion</em></em>.<br>他是宗教信徒。<br><i>2</i>. Jesus was the founder of the Christian <em><em>religion</em></em>.<br>耶稣是基督教的创始人。<br><i>3</i>. Politics and <em><em>religion</em></em> are daily topics of conversation.<br>政治和宗教是人们平常交谈的主要话题。<br><i>4</i>. There are many <em><em>religion</em></em>s in the world.<br>世界上有许多种宗教信仰。<br>,yuhui
passion,n.熱愛,"n.激情；热情；酷爱；盛怒<br><br><i>1</i>. The dying embers of the former <em><em>passion</em></em> can still be seen in his articles.<br>往日激情将熄的余烬仍可从他的文章中看出来。<br><i>2</i>. Life needs curiosity, enthusiasm and <em><em>passion</em></em>, which depends on how we think of the world.<br>生活需要好奇心、热情和激情,这都取决于我们怎么看待这个世界。<br><i>3</i>. I have a <em><em>passion</em></em> for American literature.<br>我酷爱美国文学。<br><i>4</i>. His <em><em>passion</em></em> for reading never deserted him.<br>他从未放弃过对读书的热爱。<br>",yuhui
inspire,v.啟發,"vt.鼓舞；激发；产生；赋予...灵感<br>vi.吸入<br><br><i>1</i>. We're trying to <em><em>inspire</em></em> him with confidence.<br>我们在努力鼓舞他的自信心。<br><i>2</i>. The sight <em><em>inspire</em></em>d him with nostalgia.<br>这景象激起了他的怀旧之情。<br><i>3</i>. The failure <em><em>inspire</em></em>d him to greater efforts.<br>失败激发他作更大的努力。<br><i>4</i>. You <em><em>inspire</em></em> me with admiration.<br>你使我产生爱慕之心。<br>",yuhui
gain,v.得到,"n.获得；收益；增益<br>v.获得；到达；增加；获利；(钟、表等)走得快<br><br><i>1</i>. No pain, no <em><em>gain</em></em>.<br>不劳则无获。<br><i>2</i>. He has no aspiration for fame or <em><em>gain</em></em>.<br>他不图名利。<br><i>3</i>. It is not for the love of <em><em>gain</em></em> that he does so.<br>他这样做并非为了得什么好处。<br><i>4</i>. You will <em><em>gain</em></em> experience if nothing more in that job.<br>如果这个工作没什么突出的,你至少可以获得经验。<br>",yuhui
unite,v. 团结,"v.联合；合并；统一；团结<br><br><i>1</i>. They <em><em>unite</em></em> to form a new company.<br>他们联合组成一个新公司。<br><i>2</i>. The more of the masses we <em><em>unite</em></em> with, the better.<br>我们联合起来的群众越多，就越有利。<br><i>3</i>. Two major telecommunication providers will <em><em>unite</em></em> into one.<br>两大主要的电信提供商会合并成一家。<br><i>4</i>. The oceans do not divide the world so much as <em><em>unite</em></em> it.<br>与其说是海洋分割这个世界,不如说是统一这个世界。<br>",yuhui
divide,v.分裂,vt.划分；隔开；分割；[数]除<br>vi.分裂；分开<br>n.分水岭；分歧；分<br><br><i>1</i>. White lines <em><em>divide</em></em> the playing area into sections.<br>这些白线把赛区分成各个部分。<br><i>2</i>. I hope this disagreement will not <em><em>divide</em></em> us.<br>我希望我们不会因这分歧而对立起来。<br><i>3</i>. Divide the cake into equal parts.<br>把蛋糕分成等份。<br><i>4</i>. Six <em><em>divide</em></em>d by two is three.<br>六除以二得三。<br><i>5</i>. Class differences can <em><em>divide</em></em> a nation.<br>阶级差异会造成国家的分裂。<br><i>6</i>. This led to a <em><em>divide</em></em> between the upper class and the common man that persists to a degree down to the present generation.<br>这导致上层社会和平民大众之间的隔阂，在某种程度上，这个隔阂持续到当代。<br>,yuhui
exception,n.除了,,yuhui
cililized world,n.文明世界,,yuhui
stretch,v.延伸,"v.伸展；延伸；张开；夸大<br>n.伸展；张开；弹性；一段时间；<俚>刑期<br>adj.可伸缩的<br><br><i>1</i>. Vast meadows <em><em>stretch</em></em> to the east.<br>辽阔的草场向东伸展。<br><i>2</i>. She <em><em>stretch</em></em>ed across the table for the butter.<br>她探身去取放在餐桌对面的黄油。<br><i>3</i>. The landscape seemed to <em><em>stretch</em></em> into infinity.<br>风景似乎延伸到了无穷远处。<br><i>4</i>. Feeling intense fellowship with all human beings, she wished to throw herself into their arms, thinking that they would <em><em>stretch</em></em> them out to receive her.<br>她对所有的人怀着亲如手足的感情，她希望投身于他们的怀抱，以为他们会张开双臂接纳她。<br><i>5</i>. I got out of the bed and had a good <em><em>stretch</em></em>.<br>我起床后舒服地伸了个懒腰。<br>",yuhui
declare,v.宣布,"v.宣布（声明）；申报；声明<br><br><i>1</i>. I now <em><em>declare</em></em> this meeting open.<br>我现在宣布会议开幕。<br><i>2</i>. Britain <em><em>declare</em></em>d war on Germany in 1914.<br>英国在1914年向德国宣战。<br><i>3</i>. The customs asked me if I had anything to <em><em>declare</em></em>.<br>海关人员问我是否有要报税的东西。<br><i>4</i>. Do you have anything to <em><em>declare</em></em>, jewelry or cash?<br>你有没有什么东西要申报?珠宝或现金?<br>",yuhui
Egypt,n.埃及,,yuhui
occupy,v.占領,vt.占用；占领；从事；使忙碌；专心<br><br><i>1</i>. Is that seat occupied?<br>那个座位有人吗？<br><i>2</i>. Reading occupies most of my free time.<br>阅读占去了我大部分的闲暇时间。<br><i>3</i>. We <em><em>occupy</em></em> the farm and raise a lot of poultry.<br>我们拥有这个农场并养着许多家禽。<br><i>4</i>. The enemy occupied the town.<br>敌人占据了这个城镇。<br>,yuhui
tactics,n.策略,"n.策略；战术<br><br><i>1</i>. Different circumstances call for different <em><em>tactics</em></em>.<br>不同的情势需要不同的策略。<br><i>2</i>. We should adopt flexible <em><em>tactics</em></em> for the moment.<br>目前我们应该采取弹性的策略。<br><i>3</i>. He applied bait-and-switch <em><em>tactics</em></em> in business.<br>他经商的策略是先引诱顾客来,再改变货物的品质。<br><i>4</i>. An army commander must be skilled in <em><em>tactics</em></em>.<br>一名军事指挥官必须精通战术。<br>",yuhui
previously,之前,adv.先前；在此之前<br><br><i>1</i>. Previously he was obviously envious of my success.<br>先前他明显地嫉妒我的成功。<br><i>2</i>. His statement ran athwart what was <em><em>previously</em></em> said.<br>他讲的话与先前所说的相抵触。<br><i>3</i>. The land <em><em>previously</em></em> cultivated returned to forest.<br>以前开垦过的那片土地现在又成了森林了。<br><i>4</i>. Who <em><em>previously</em></em> held the record?<br>这个纪录原先由谁保持？<br>,yuhui
suspect,v.懷疑,"v.怀疑；猜想<br>n.嫌疑犯<br>adj.可疑的；不可信的<br><br><i>1</i>. They <em><em>suspect</em></em>ed an ambush.<br>他们怀疑有埋伏。<br><i>2</i>. I <em><em>suspect</em></em> he was lying by the boy's abnormal behaviour.<br>从那个男孩的反常举动中,我怀疑他在撒谎。<br><i>3</i>. Just at that time, I began to <em><em>suspect</em></em> whether to tell her that matter.<br>只是在那个时候,我开始怀疑我是否应该告诉她那件事。<br><i>4</i>. She has more intelligence than we <em><em>suspect</em></em>ed her to possess.<br>她的智慧比我们猜想的要高。<br><i>5</i>. He's a prime <em><em>suspect</em></em> in the murder case.<br>他是这次谋杀案的主要怀疑对象<br><i>6</i>. His motives are highly <em><em>suspect</em></em>.<br>他的动机是高度令人生疑的。<br>",yuhui
malaria,n.瘧疾,n.疟疾<br><br><i>1</i>. He has had another attack of <em><em>malaria</em></em>.<br>他又发了一阵疟疾。<br><i>2</i>. The doctor diagnosed his illness as <em><em>malaria</em></em>.<br>医师诊断他的病为疟疾。<br>,yuhui
typhoid,n.傷寒症,n.伤寒<br><br><i>1</i>. There has been an outbreak of <em><em>typhoid</em></em>.<br>那儿正爆发伤寒。<br><i>2</i>. Typhoid is an example of a notifiable disease.<br>伤寒是必须报告卫生局的病例。<br><i>3</i>. It is one of their proudest boasts that they have halved the death rate from <em><em>typhoid</em></em>.<br>他们使伤寒病人的死亡率降低了一半，这是他们最感骄傲的事之一。<br>,yuhui
succumb,v.壓到,"v.屈从；死<br><br><i>1</i>. The mangabeys have been able to resist SIV, while the macaques, much like humans, inevitably <em><em>succumb</em></em> to it.<br>白眉猴已经能够抵抗猴免疫缺陷病毒，而恒河猴，就像人类一样，不可避免地屈从于它。<br><i>2</i>. Some advocates of leaving say the presence of Western infidels in Afghanistan is so provocative that it makes Pakistan itself likelier to <em><em>succumb</em></em> to the jihadists.<br>一些赞成撤军的人士声称西方异教者在阿富汗的存在势力太具有挑衅意味而使巴基斯坦自己更有可能屈从与圣战分子。<br><i>3</i>. Malnourished children are more likely to <em><em>succumb</em></em> to infections.<br>营养不良的儿童更有可能死于感染。<br><i>4</i>. The aged denizen of the forest is doomed to <em><em>succumb</em></em> to the woodman's stroke!<br>多年在林中享有权利的香柏树，竟死在樵夫手下！<br>",yuhui
thorn,n.剌,,yuhui
symbol,n.標志,"n.符号；象征；标志<br><br><i>1</i>. The chemical <em><em>symbol</em></em> for copper is ""Cu"".<br>铜的化学符号是Cu。<br><i>2</i>. The dove is the <em><em>symbol</em></em> of peace.<br>鸽子是和平的象征。<br><i>3</i>. The river-sea dividing marker must be a <em><em>symbol</em></em> which separates the Yalu River from the Yellow Sea.<br>江海分界碑,这里就是鸭绿江和黄海分界的标志吧。<br>",yuhui
fragrance,n.芳香,"n.香味<br><br><i>1</i>. This tiny flower gives forth a pleasant <em><em>fragrance</em></em>.<br>这种小花散发出一种令人愉快的香味。<br><i>2</i>. The flowers send forth special <em><em>fragrance</em></em>.<br>这些花散发出特别的香味。<br><i>3</i>. Lavender has a delicate <em><em>fragrance</em></em>.<br>薰衣草有淡淡的香味。<br><i>4</i>. The girl held the flower to her face and the inhalation of its <em><em>fragrance</em></em> made her happy.<br>女孩将花拿到面前闻了一下,花香使她高兴。<br>",yuhui
species,n.品種,,yuhui
botanist,n.植物學家,,yuhui
outer layer,n.外層,,yuhui
stem,n.莖,,yuhui
entire,adj.全部,adj.全部的；完整的；全面的<br><br><i>1</i>. I am in <em><em>entire</em></em> agreement with you.<br>我完全同意你。<br><i>2</i>. The <em><em>entire</em></em> population was wiped out by the terrible disease.<br>所有的居民都被可怕的疾病夺去了生命。<br><i>3</i>. He wrote the <em><em>entire</em></em> play in only two weeks.<br>整个剧本只花了他两个星期时间。<br><i>4</i>. The foul odor penetrated the <em><em>entire</em></em> house.<br>难闻的臭气弥漫于整个房间。<br>,yuhui
intend,v.想要,"vt.想要；打算；意指<br><br><i>1</i>. I haven't been to the exhibition, neither do I <em><em>intend</em></em> to go.<br>我还没有看展览会,我也不想去。<br><i>2</i>. My husband trusts me and I don't <em><em>intend</em></em> to break that trust<br>我的丈夫信任我,所以我不想失去这种信任<br><i>3</i>. I've chosen the main actors and we <em><em>intend</em></em> to put it on next January.<br>我已经选好了主要演员,打算明年一月上演这出戏。<br><i>4</i>. How long do you <em><em>intend</em></em> to stop with the firm?<br>你打算还为公司工作多久？<br>",yuhui
fibre,n.纖維,"n.纤维；质地；性情<br><br><i>1</i>. The ribbon of the rifle is fabricated with <em><em>fibre</em></em>.<br>来复枪的带子是用纤维制作的。<br><i>2</i>. Scientists are recommending that people eat more <em><em>fibre</em></em>.<br>科学家建议人们多吃些纤维素。<br><i>3</i>. We have produced a cloth made of pineapple <em><em>fibre</em></em>, closely resembling.<br>我们生产出了一块由菠萝纤维制成的衣料,很像棉布但质地更结实。<br><i>4</i>. He is a man of real <em><em>fibre</em></em>.<br>他是一个有骨气的男子。<br>",yuhui
organ,n.器官,n.器官；风琴；机构；喉舌；报刊<br><br><i>1</i>. The heart is a vital <em><em>organ</em></em>.<br>心脏是维持生命必须的器官。<br><i>2</i>. The old <em><em>organ</em></em> wheezed out a tune.<br>那架老风琴呜呜地奏出曲子。<br><i>3</i>. The <em><em>organ</em></em> played as the bride came down the aisle.<br>当新娘沿着通道走过来时，风琴演奏了起来。<br><i>4</i>. Parliament is an <em><em>organ</em></em> of government.<br>议会是政府的一个机构。<br>,yuhui
immune,n.免疫,"adj.免疫的；免除的<br><br><i>1</i>. This patient's <em><em>immune</em></em> system has been destroyed.<br>这位病人的免疫系统受到了破坏。<br><i>2</i>. I'm <em><em>immune</em></em> to smallpox as a result of vaccination.<br>我接种过疫苗了,所以对天花有免疫力。<br><i>3</i>. Nobody is <em><em>immune</em></em> from criticism.<br>谁都难免受批评。<br><i>4</i>. The criminal was told he would be <em><em>immune</em></em> if he helped the police.<br>这个罪犯被告知，如果他协助警方就可以免于被起诉。<br>",yuhui
digestion,n.消化,"n.消化；吸收；领悟；[生]细菌分解<br><br><i>1</i>. Porridge is good for <em><em>digestion</em></em>.<br>粥有益于消化。<br><i>2</i>. He has a good <em><em>digestion</em></em>.<br>他消化能力很强。<br><i>3</i>. It is concluded that the quality of feed is closely related with the <em><em>digestion</em></em>,absorption and excretion of the eel.<br>饲料质量与鳗鱼的消化吸收和排泄也有密切关系。<br><i>4</i>. The emulsifier OP is added to dissolve the fat produced during the <em><em>digestion</em></em> process.<br>建立了用火焰原子吸收光谱法测定鸡蛋中钙和镁的快速分析方法。<br>",yuhui
sneeze,v.打噴嚏,"n.喷嚏<br>vi.打喷嚏<br><br><i>1</i>. A baby's <em><em>sneeze</em></em> is not very loud.<br>婴儿的喷嚏不太响。<br><i>2</i>. She let out a loud <em><em>sneeze</em></em>.<br>她打了一个很响的喷嚏。<br><i>3</i>. The dust made him <em><em>sneeze</em></em>.<br>灰尘使他打了个喷嚏。<br><i>4</i>. The pepper in the food caused me to <em><em>sneeze</em></em>.<br>这食物中的胡椒味儿呛得我直打喷嚏。<br>",yuhui
assist,v.幫助,"vt.帮助；协助<br>vi.帮助；出席<br>n.帮助；协助；助攻；协助的器械<br><br><i>1</i>. A team of nurses <em><em>assist</em></em>ed the doctor in performing the operation.<br>一组护士协助医生施行手术。<br><i>2</i>. I saw the angels standing near us, waiting to <em><em>assist</em></em> us, rejoicing in our accomplishments and joys.<br>我看见天使站在我们旁边,等着帮助我们,为我们的成就及喜悦而欢呼。<br><i>3</i>. Sixty years ago, George Marshall came to this commencement and announced a plan to <em><em>assist</em></em> the nations of post-war Europe.<br>六十年前，乔治&#183;马歇尔也是在这个地方的毕业典礼上，宣布了一个计划，帮助那些欧洲国家的战后建设。<br><i>4</i>. I have too much work and no one to <em><em>assist</em></em> me<br>我工作太多,又没人协助我<br><i>5</i>. I <em><em>assist</em></em>ed in doing his homework.<br>我帮助他做功课。<br><i>6</i>. The victims of earthquake need <em><em>assist</em></em> asap.<br>那些地震灾民需要立即援助。<br>",yuhui
ignore,v.不理睬,"vt.忽视；不理；不顾<br><br><i>1</i>. If you <em><em>ignore</em></em> your diet, trouble will follow.<br>如果你忽视自己的饮食，必然会遇到麻烦<br><i>2</i>. I agree in principle, but we can't <em><em>ignore</em></em> the differences.<br>我原则上同意,但我们不能忽视这些差异。<br><i>3</i>. The wisest course would be to <em><em>ignore</em></em> it.<br>上上策是不予理睬。<br><i>4</i>. We could <em><em>ignore</em></em> him and go direct to the chairman, but we'd be skating on very thin ice.<br>我们可以不理会他而直接去找主席，但那样做我们就如履薄冰了。<br>",yuhui
tempt,v.引誘,vt.诱惑；怂恿；引诱；吸引<br><br><i>1</i>. The warm weather <em><em>tempt</em></em>ed us into going for a swim.<br>暖和的天气诱使我们去游泳。<br><i>2</i>. I ought not to have let you <em><em>tempt</em></em> me into asking you a rude question.<br>我本来就不应该让你怂恿我跟你提出一个无礼的问题。<br><i>3</i>. Those advertisements try to <em><em>tempt</em></em> people into buying their products.<br>那些广告试图怂恿大家去购买其产品。<br><i>4</i>. He was <em><em>tempt</em></em>ed into making a false step.<br>他被引诱做了一件傻事。<br>,yuhui
no wonder,難怪,"难怪； 怪不得<br><br><i>1</i>. No wonder you can't sleep when you eat so much.<br>你吃这么多难怪睡不着。<br><i>2</i>. No wonder I can see many old name-brand shops here.<br>难怪这里可以见到很多老字号店铺。<br><i>3</i>. No wonder the Chinese are said to be hospitable.<br>怪不得人们说中国人很好客。<br><i>4</i>. No wonder I mistook it as a tree fossil.<br>怪不得我以为它是古树的化石呢。<br>",yuhui
risk,v.冒險,"n.危险；风险；投资报酬的风险<br>vt.冒 ... 的危险；承受...的风险<br><br><i>1</i>. He saved my life at the <em><em>risk</em></em> of his own.<br>他冒着自己的生命危险救了我的命。<br><i>2</i>. Investors in Central Asia have to face political <em><em>risk</em></em>.<br>在中亚,投资者还得面临政治风险。<br><i>3</i>. Loans to farmers are now considered to be a bad <em><em>risk</em></em>.<br>贷款给农民现在被认为要承受糟糕的投资报酬风险。<br><i>4</i>. If you don't warm up before taking exercise, you <em><em>risk</em></em> injuring yourself.<br>假如运动前不做准备活动,你就有受伤的危险。<br>",yuhui
replace,v.取代,"vt.取代；替换；放回原处；偿还<br><br><i>1</i>. Nothing can <em><em>replace</em></em> a mother's love.<br>什么都无法取代母爱。<br><i>2</i>. We've <em><em>replace</em></em>d the old adding machine with a computer.<br>我们用电脑取代了老式的加法计算器。<br><i>3</i>. The coach decided to <em><em>replace</em></em> player No. 8 with No. 3.<br>教练决定让3号替换8号。<br><i>4</i>. He <em><em>replace</em></em>d the book in the shelf.<br>他把书放回到书架上。<br>",yuhui
ignorant,adj.不知道、無知,"adj.无知的；愚昧的；不知道的<br><br><i>1</i>. He's so <em><em>ignorant</em></em> that he cannot write his own name.<br>他很无知，连自己的名字都写不出。<br><i>2</i>. She regarded her critics as <em><em>ignorant</em></em> and prejudiced.<br>她认为那些批评她的人既无知又存有偏见。<br><i>3</i>. Ignorant children sometimes laugh at beggars and tramps.<br>无知的孩子们有时会嘲笑乞丐和无家可归的人。<br><i>4</i>. His <em><em>ignorant</em></em> behaviour at the dinner table caused much embarrassment.<br>他在餐桌上举止粗鲁，在座的人颇为难堪。<br>",yuhui
sore throat,n.喉嚨痛,"喉咙痛<br><br><i>1</i>. Yes, I had a bad <em><em>sore throat</em></em> about four weeks ago.<br>大约四个星期前我喉咙痛得很厉害。<br><i>2</i>. He's had so many colds and <em><em>sore throat</em></em>s recently.<br>他最近常常感冒喉咙痛。<br>",yuhui
